GeneName	Geneid	type
AL356865.2	ENSG00000266281	gene
SLC25A18P1	ENSG00000234309	gene
PRLHR	ENSG00000119973	gene
AL356865.1	ENSG00000263658	gene
TOMM22P5	ENSG00000225155	gene
CACUL1	ENSG00000151893	gene
U3	ENSG00000251836	gene
RP11-215A21.2	ENSG00000236058	gene
LDHAP5	ENSG00000213574	gene
RP11-498J9.2	ENSG00000229272	gene
AL157788.1	ENSG00000215925	gene
NANOS1	ENSG00000188613	gene
RP11-498J9.4	ENSG00000230139	gene
EIF3A	ENSG00000107581	gene
SNORA19	ENSG00000207468	gene
SNORA19	ENSG00000222588	gene
FAM45A	ENSG00000119979	gene
SFXN4	ENSG00000183605	gene
PRDX3	ENSG00000165672	gene
GRK5	ENSG00000198873	gene
RP11-567J24.4	ENSG00000228485	gene
Metazoa_SRP	ENSG00000242853	gene
RP11-79M19.2	ENSG00000236426	gene
MIR4681	ENSG00000265719	gene
RGS10	ENSG00000148908	gene
RP11-179H18.2	ENSG00000233177	gene
TIAL1	ENSG00000151923	gene
RP11-179H18.4	ENSG00000234569	gene
RP11-179H18.5	ENSG00000227437	gene
BAG3	ENSG00000151929	gene
RP11-179H18.8	ENSG00000224489	gene
RP11-179H18.7	ENSG00000232823	gene
INPP5F	ENSG00000198825	gene
Metazoa_SRP	ENSG00000242818	gene
MCMBP	ENSG00000197771	gene
SEC23IP	ENSG00000107651	gene
RP11-198M6.5	ENSG00000229304	gene
MIR4682	ENSG00000265370	gene
RP11-198M6.2	ENSG00000180230	gene
RP11-781P14.3	ENSG00000223455	gene
AL353664.1	ENSG00000221402	gene
RP11-254K3.1	ENSG00000228270	gene
RP11-572P18.1	ENSG00000220842	gene
RP11-572P18.2	ENSG00000234522	gene
PPAPDC1A	ENSG00000203805	gene
AC073587.1	ENSG00000265239	gene
C10orf85	ENSG00000177234	gene
WDR11-AS1	ENSG00000227165	gene
WDR11	ENSG00000120008	gene
RP11-95I16.2	ENSG00000227307	gene
RP11-159H3.1	ENSG00000236762	gene
RP11-159H3.2	ENSG00000227143	gene
7SK	ENSG00000222979	gene
FGFR2	ENSG00000066468	gene
RP11-62L18.3	ENSG00000223432	gene
RPS15AP5	ENSG00000223540	gene
RP11-78A18.2	ENSG00000224250	gene
ATE1	ENSG00000107669	gene
Y_RNA	ENSG00000201884	gene
RP11-500G22.2	ENSG00000226864	gene
NSMCE4A	ENSG00000107672	gene
TACC2	ENSG00000138162	gene
BTBD16	ENSG00000138152	gene
U6	ENSG00000202245	gene
PLEKHA1	ENSG00000107679	gene
MIR3941	ENSG00000265442	gene
ARMS2	ENSG00000254636	gene
HTRA1	ENSG00000166033	gene
DMBT1	ENSG00000187908	gene
C10orf120	ENSG00000183559	gene
RP11-107C16.2	ENSG00000176584	gene
CUZD1	ENSG00000138161	gene
FAM24B	ENSG00000213185	gene
RP11-564D11.3	ENSG00000255624	gene
FAM24A	ENSG00000203795	gene
C10orf88	ENSG00000119965	gene
PSTK	ENSG00000179988	gene
IKZF5	ENSG00000095574	gene
ACADSB	ENSG00000196177	gene
HMX3	ENSG00000188620	gene
HMX2	ENSG00000188816	gene
BUB3	ENSG00000154473	gene
RP11-162A23.5	ENSG00000227586	gene
AC012391.1	ENSG00000265463	gene
RP11-282I1.1	ENSG00000230131	gene
RP11-338O1.2	ENSG00000225152	gene
RP11-282I1.2	ENSG00000234542	gene
GPR26	ENSG00000154478	gene
CPXM2	ENSG00000121898	gene
AC009987.1	ENSG00000221293	gene
RP11-391M7.3	ENSG00000231138	gene
AC068058.1	ENSG00000221437	gene
RP11-285A18.2	ENSG00000234677	gene
RP11-47G11.3	ENSG00000213438	gene
RP11-47G11.2	ENSG00000232334	gene
CHST15	ENSG00000182022	gene
OAT	ENSG00000065154	gene
NKX1-2	ENSG00000229544	gene
LHPP	ENSG00000107902	gene
RPS10P18	ENSG00000229455	gene
RP11-12J10.3	ENSG00000258539	gene
FAM53B	ENSG00000189319	gene
RP11-464O2.2	ENSG00000233334	gene
METTL10	ENSG00000203791	gene
Y_RNA	ENSG00000199466	gene
FAM175B	ENSG00000165660	gene
AC068896.1	ENSG00000203457	gene
Y_RNA	ENSG00000207494	gene
RP11-464O2.5	ENSG00000214807	gene
RP11-298J20.4	ENSG00000249456	gene
RP11-298J20.1	ENSG00000237866	gene
ZRANB1	ENSG00000019995	gene
RP11-298J20.3	ENSG00000226899	gene
CTBP2	ENSG00000175029	gene
MIR4296	ENSG00000264572	gene
MRPS21P6	ENSG00000214298	gene
RPS27P18	ENSG00000233135	gene
RP11-118H17.1	ENSG00000237675	gene
TEX36	ENSG00000175018	gene
ALDOAP2	ENSG00000214297	gene
RP11-383C5.3	ENSG00000228021	gene
RP11-383C5.4	ENSG00000224023	gene
RP11-383C5.5	ENSG00000234134	gene
C10orf137	ENSG00000107938	gene
RP11-383C5.7	ENSG00000236991	gene
AL158835.1	ENSG00000214294	gene
MMP21	ENSG00000154485	gene
UROS	ENSG00000188690	gene
MIR4484	ENSG00000265092	gene
BCCIP	ENSG00000107949	gene
DHX32	ENSG00000089876	gene
AL360176.1	ENSG00000215972	gene
U2	ENSG00000222629	gene
FANK1	ENSG00000203780	gene
RP11-295J3.3	ENSG00000234016	gene
FANK1-AS1	ENSG00000233409	gene
ADAM12	ENSG00000148848	gene
RNA5SP328	ENSG00000222740	gene
RP11-81B10.2	ENSG00000213170	gene
LINC00601	ENSG00000235180	gene
C10orf90	ENSG00000154493	gene
AL583860.1	ENSG00000221717	gene
SNORD60	ENSG00000199321	gene
DOCK1	ENSG00000150760	gene
Y_RNA	ENSG00000202487	gene
RP11-223P11.3	ENSG00000223528	gene
RP11-223P11.2	ENSG00000232935	gene
FAM196A	ENSG00000188916	gene
NPS	ENSG00000214285	gene
AL391005.1	ENSG00000188722	gene
FOXI2	ENSG00000186766	gene
CLRN3	ENSG00000180745	gene
PTPRE	ENSG00000132334	gene
RP11-4C20.3	ENSG00000232259	gene
RP11-4C20.4	ENSG00000227076	gene
MKI67	ENSG00000148773	gene
RP11-264E18.1	ENSG00000234640	gene
RP11-442O18.3	ENSG00000231308	gene
RP11-442O18.2	ENSG00000224190	gene
RP11-442O18.1	ENSG00000232985	gene
RP11-168C9.1	ENSG00000225424	gene
MGMT	ENSG00000170430	gene
AL355531.1	ENSG00000266061	gene
AL355531.2	ENSG00000268421	gene
RP11-109A6.2	ENSG00000237224	gene
RP11-109A6.3	ENSG00000227374	gene
RP11-109A6.4	ENSG00000228671	gene
EBF3	ENSG00000108001	gene
MIR4297	ENSG00000266676	gene
RP11-234G16.2	ENSG00000234440	gene
RP11-500G10.1	ENSG00000237489	gene
CTAGE7P	ENSG00000233122	gene
RP11-500G10.4	ENSG00000233319	gene
GLRX3	ENSG00000108010	gene
RP11-500G10.5	ENSG00000203417	gene
RP11-500G10.6	ENSG00000237364	gene
RP11-540N6.1	ENSG00000236303	gene
Y_RNA	ENSG00000222997	gene
MIR378C	ENSG00000264803	gene
AL607076.1	ENSG00000266057	gene
TCERG1L	ENSG00000176769	gene
RP11-462G8.3	ENSG00000230098	gene
RP11-462G8.2	ENSG00000223835	gene
AL450307.2	ENSG00000265977	gene
AL450307.1	ENSG00000189275	gene
PPP2R2D	ENSG00000175470	gene
BNIP3	ENSG00000176171	gene
JAKMIP3	ENSG00000188385	gene
RP11-140A10.3	ENSG00000235010	gene
DPYSL4	ENSG00000151640	gene
STK32C	ENSG00000165752	gene
LRRC27	ENSG00000148814	gene
PWWP2B	ENSG00000171813	gene
RP11-432J24.2	ENSG00000231705	gene
RP11-432J24.3	ENSG00000234311	gene
C10orf91	ENSG00000180066	gene
RP11-432J24.5	ENSG00000226900	gene
RP11-432J24.6	ENSG00000229081	gene
INPP5A	ENSG00000068383	gene
RP11-288G11.3	ENSG00000234531	gene
NKX6-2	ENSG00000148826	gene
TTC40	ENSG00000171811	gene
RP13-137A17.4	ENSG00000232903	gene
RP13-137A17.5	ENSG00000224758	gene
RP13-137A17.6	ENSG00000240707	gene
RP13-439H18.4	ENSG00000256925	gene
AL445199.1	ENSG00000203268	gene
GPR123	ENSG00000197177	gene
RP13-439H18.7	ENSG00000235264	gene
KNDC1	ENSG00000171798	gene
UTF1	ENSG00000171794	gene
VENTX	ENSG00000151650	gene
RP13-49I15.5	ENSG00000166917	gene
MIR202	ENSG00000199089	gene
ADAM8	ENSG00000151651	gene
TUBGCP2	ENSG00000130640	gene
RP11-122K13.12	ENSG00000235245	gene
ZNF511	ENSG00000198546	gene
CALY	ENSG00000130643	gene
BANF1P2	ENSG00000230306	gene
RP11-122K13.7	ENSG00000226699	gene
PRAP1	ENSG00000165828	gene
FUOM	ENSG00000148803	gene
ECHS1	ENSG00000127884	gene
MIR3944	ENSG00000265395	gene
PAOX	ENSG00000148832	gene
AL360181.1	ENSG00000268882	gene
MTG1	ENSG00000254536	gene
MTG1	ENSG00000148824	gene
SPRN	ENSG00000203772	gene
RP11-108K14.4	ENSG00000214279	gene
AL161645.2	ENSG00000266547	gene
CYP2E1	ENSG00000130649	gene
AL161645.3	ENSG00000268925	gene
SYCE1	ENSG00000171772	gene
AL161645.1	ENSG00000230786	gene
RP11-108K14.7	ENSG00000233685	gene
FRG2B	ENSG00000225899	gene
XX-2136C111.2	ENSG00000213543	gene
AGGF1P2	ENSG00000233435	gene
XX-2136C48.2	ENSG00000258939	gene
KIAA0664P5	ENSG00000230468	gene
AL845259.1	ENSG00000221108	gene
XX-2136C48.8	ENSG00000237635	gene
DUX4L10	ENSG00000258911	gene
XX-2136C48.9	ENSG00000258434	gene
DUX4L12	ENSG00000259139	gene
DUX4L13	ENSG00000258617	gene
DUX4L14	ENSG00000258514	gene
DUX4L15	ENSG00000235950	gene
XX-2136C48.7	ENSG00000226880	gene
XXyac-YRM2136_A.1	ENSG00000213147	gene
AC008993.5	ENSG00000225373	gene
AC008993.2	ENSG00000267111	gene
MIR1302-10	ENSG00000267588	gene
MIR1302-11	ENSG00000220978	gene
FAM138F	ENSG00000233630	gene
OR4G3P	ENSG00000266945	gene
OR4G1P	ENSG00000267310	gene
OR4F17	ENSG00000176695	gene
AC016626.1	ENSG00000267792	gene
OR4F8P	ENSG00000266971	gene
AC016626.2	ENSG00000267616	gene
AC092192.1	ENSG00000267290	gene
AC092299.6	ENSG00000267237	gene
AC092299.1	ENSG00000267639	gene
AC010507.5	ENSG00000206082	gene
AC092299.7	ENSG00000267029	gene
U6	ENSG00000222329	gene
AC098474.1	ENSG00000267600	gene
CTD-3113P16.7	ENSG00000267305	gene
VN2R11P	ENSG00000267447	gene
PPAP2C	ENSG00000141934	gene
CTD-3113P16.5	ENSG00000267124	gene
MIER2	ENSG00000105556	gene
THEG	ENSG00000105549	gene
AC010641.1	ENSG00000267443	gene
C2CD4C	ENSG00000183186	gene
SHC2	ENSG00000129946	gene
RNA5SP462	ENSG00000252539	gene
ODF3L2	ENSG00000181781	gene
MADCAM1	ENSG00000099866	gene
AC005775.2	ENSG00000266933	gene
TPGS1	ENSG00000141933	gene
CDC34	ENSG00000099804	gene
GZMM	ENSG00000197540	gene
AC009005.2	ENSG00000267751	gene
BSG	ENSG00000172270	gene
AC009005.3	ENSG00000267276	gene
HCN2	ENSG00000099822	gene
AC005559.3	ENSG00000267036	gene
AC005559.2	ENSG00000266939	gene
POLRMT	ENSG00000099821	gene
AC004449.6	ENSG00000261204	gene
FGF22	ENSG00000070388	gene
RNF126	ENSG00000070423	gene
AC004156.3	ENSG00000267666	gene
FSTL3	ENSG00000070404	gene
PRSS57	ENSG00000185198	gene
RPS2P52	ENSG00000213726	gene
PALM	ENSG00000099864	gene
C19orf21	ENSG00000099812	gene
AC006273.5	ENSG00000267530	gene
AC006273.7	ENSG00000266927	gene
PTBP1	ENSG00000011304	gene
MIR4745	ENSG00000265767	gene
LPPR3	ENSG00000129951	gene
hsa-mir-3187	ENSG00000263414	gene
MIR3187	ENSG00000267754	gene
AZU1	ENSG00000172232	gene
AC004799.3	ENSG00000267538	gene
PRTN3	ENSG00000196415	gene
ELANE	ENSG00000197561	gene
CFD	ENSG00000197766	gene
MED16	ENSG00000175221	gene
RNU6-25	ENSG00000207507	gene
AC004528.5	ENSG00000267158	gene
R3HDM4	ENSG00000198858	gene
KISS1R	ENSG00000116014	gene
ARID3A	ENSG00000116017	gene
AC005391.2	ENSG00000267159	gene
AC005391.3	ENSG00000267442	gene
WDR18	ENSG00000065268	gene
AC004528.1	ENSG00000269169	gene
AC004528.4	ENSG00000266990	gene
GRIN3B	ENSG00000116032	gene
C19orf6	ENSG00000182087	gene
RNU6-26	ENSG00000207357	gene
AC004528.3	ENSG00000267358	gene
CNN2	ENSG00000064666	gene
AC011558.5	ENSG00000267020	gene
ABCA7	ENSG00000064687	gene
HMHA1	ENSG00000180448	gene
POLR2E	ENSG00000099817	gene
GPX4	ENSG00000167468	gene
SBNO2	ENSG00000064932	gene
STK11	ENSG00000118046	gene
HMGB2P1	ENSG00000267736	gene
C19orf26	ENSG00000099625	gene
AC004221.2	ENSG00000267778	gene
ATP5D	ENSG00000099624	gene
MIDN	ENSG00000167470	gene
CIRBP	ENSG00000099622	gene
CIRBP-AS1	ENSG00000267493	gene
C19orf24	ENSG00000228300	gene
C19ORF24	ENSG00000226593	gene
MUM1	ENSG00000160953	gene
EFNA2	ENSG00000099617	gene
RPS15P9	ENSG00000240846	gene
AC005330.2	ENSG00000267372	gene
AC004623.2	ENSG00000267755	gene
NDUFS7	ENSG00000115286	gene
AC005329.1	ENSG00000176936	gene
AC005329.7	ENSG00000248015	gene
GAMT	ENSG00000130005	gene
DAZAP1	ENSG00000071626	gene
CTB-25B13.13	ENSG00000267759	gene
RPS15	ENSG00000115268	gene
AC027307.3	ENSG00000268798	gene
APC2	ENSG00000115266	gene
CTB-25B13.12	ENSG00000267317	gene
C19orf25	ENSG00000119559	gene
PCSK4	ENSG00000115257	gene
CTB-25B13.6	ENSG00000267715	gene
REEP6	ENSG00000115255	gene
ADAMTSL5	ENSG00000185761	gene
CTB-25B13.9	ENSG00000267092	gene
PLK5	ENSG00000185988	gene
AC027307.2	ENSG00000266399	gene
MEX3D	ENSG00000181588	gene
AC027307.1	ENSG00000222720	gene
Metazoa_SRP	ENSG00000239367	gene
AC005943.5	ENSG00000267161	gene
MBD3	ENSG00000071655	gene
UQCR11	ENSG00000267059	gene
AC005943.4	ENSG00000266926	gene
UQCR11	ENSG00000127540	gene
TCF3	ENSG00000071564	gene
U6	ENSG00000252933	gene
AC005256.1	ENSG00000267073	gene
ONECUT3	ENSG00000205922	gene
ATP8B3	ENSG00000130270	gene
CTB-31O20.3	ENSG00000267007	gene
REXO1	ENSG00000079313	gene
MIR1909	ENSG00000223244	gene
CTB-31O20.4	ENSG00000267244	gene
CTB-31O20.6	ENSG00000267125	gene
KLF16	ENSG00000129911	gene
CTB-31O20.8	ENSG00000267141	gene
CTB-31O20.2	ENSG00000261526	gene
CTB-31O20.9	ENSG00000267232	gene
FAM108A1	ENSG00000129968	gene
SCAMP4	ENSG00000227500	gene
ADAT3	ENSG00000213638	gene
AC012615.1	ENSG00000198683	gene
CSNK1G2	ENSG00000133275	gene
CSNK1G2-AS1	ENSG00000180846	gene
BTBD2	ENSG00000133243	gene
AC005306.3	ENSG00000267283	gene
Metazoa_SRP	ENSG00000265900	gene
AC007136.1	ENSG00000267180	gene
MKNK2	ENSG00000099875	gene
MOB3A	ENSG00000172081	gene
IZUMO4	ENSG00000099840	gene
AP3D1	ENSG00000065000	gene
DOT1L	ENSG00000104885	gene
AC004490.1	ENSG00000267122	gene
PLEKHJ1	ENSG00000104886	gene
MIR1227	ENSG00000221411	gene
SF3A2	ENSG00000104897	gene
AMH	ENSG00000104899	gene
hsa-mir-4321	ENSG00000264320	gene
MIR4321	ENSG00000267021	gene
JSRP1	ENSG00000167476	gene
OAZ1	ENSG00000104904	gene
AC004152.5	ENSG00000267621	gene
C19orf35	ENSG00000188305	gene
LINGO3	ENSG00000220008	gene
LSM7	ENSG00000130332	gene
SPPL2B	ENSG00000005206	gene
AC005258.3	ENSG00000267331	gene
TMPRSS9	ENSG00000178297	gene
TIMM13	ENSG00000099800	gene
LMNB2	ENSG00000176619	gene
AC005624.2	ENSG00000267201	gene
GADD45B	ENSG00000099860	gene
U6	ENSG00000252962	gene
GNG7	ENSG00000176533	gene
AC104537.2	ENSG00000105694	gene
CTC-265F19.2	ENSG00000267412	gene
CTC-265F19.3	ENSG00000267214	gene
CTC-265F19.1	ENSG00000267749	gene
DIRAS1	ENSG00000176490	gene
AC006538.4	ENSG00000267001	gene
AC006538.1	ENSG00000261342	gene
SLC39A3	ENSG00000141873	gene
SGTA	ENSG00000104969	gene
THOP1	ENSG00000172009	gene
ZNF554	ENSG00000172006	gene
ZNF555	ENSG00000186300	gene
AC006130.3	ENSG00000267063	gene
ZNF556	ENSG00000172000	gene
AC006130.1	ENSG00000263997	gene
AC006130.4	ENSG00000267398	gene
AC119403.1	ENSG00000266938	gene
ZNF57	ENSG00000171970	gene
AC006277.2	ENSG00000253392	gene
ZNF77	ENSG00000175691	gene
TLE6	ENSG00000104953	gene
TLE2	ENSG00000065717	gene
AC005944.2	ENSG00000267469	gene
AES	ENSG00000104964	gene
GNA11	ENSG00000088256	gene
AC005262.3	ENSG00000267139	gene
AC005262.2	ENSG00000267688	gene
AC005262.4	ENSG00000266944	gene
GNA15	ENSG00000060558	gene
AC005264.2	ENSG00000267551	gene
S1PR4	ENSG00000125910	gene
NCLN	ENSG00000125912	gene
CELF5	ENSG00000161082	gene
AC010649.1	ENSG00000267448	gene
NFIC	ENSG00000141905	gene
C19orf77	ENSG00000095932	gene
DOHH	ENSG00000129932	gene
Metazoa_SRP	ENSG00000264159	gene
FZR1	ENSG00000105325	gene
SNORD38	ENSG00000252408	gene
MFSD12	ENSG00000161091	gene
C19orf71	ENSG00000183397	gene
AC005786.7	ENSG00000267436	gene
AC005786.5	ENSG00000267231	gene
AC005786.3	ENSG00000266959	gene
HMG20B	ENSG00000064961	gene
GIPC3	ENSG00000179855	gene
TBXA2R	ENSG00000006638	gene
CACTIN-AS1	ENSG00000226800	gene
CACTIN	ENSG00000105298	gene
PIP5K1C	ENSG00000186111	gene
AC004637.1	ENSG00000267304	gene
TJP3	ENSG00000105289	gene
APBA3	ENSG00000011132	gene
AC005954.4	ENSG00000267205	gene
AC005954.3	ENSG00000267138	gene
MRPL54	ENSG00000183617	gene
RAX2	ENSG00000173976	gene
AC005777.3	ENSG00000267148	gene
MATK	ENSG00000007264	gene
ZFR2	ENSG00000105278	gene
FTLP5	ENSG00000266989	gene
ATCAY	ENSG00000167654	gene
Metazoa_SRP	ENSG00000266627	gene
NMRK2	ENSG00000077009	gene
DAPK3	ENSG00000167657	gene
MIR637	ENSG00000207733	gene
EEF2	ENSG00000167658	gene
SNORD37	ENSG00000206775	gene
PIAS4	ENSG00000105229	gene
AC016586.1	ENSG00000205147	gene
ZBTB7A	ENSG00000178951	gene
CTD-2622I13.3	ENSG00000268670	gene
MAP2K2	ENSG00000126934	gene
CREB3L3	ENSG00000060566	gene
SIRT6	ENSG00000077463	gene
ANKRD24	ENSG00000089847	gene
Metazoa_SRP	ENSG00000266223	gene
EBI3	ENSG00000105246	gene
CCDC94	ENSG00000105248	gene
SHD	ENSG00000105251	gene
TMIGD2	ENSG00000167664	gene
FSD1	ENSG00000105255	gene
STAP2	ENSG00000178078	gene
AC007292.7	ENSG00000269425	gene
MPND	ENSG00000008382	gene
AC007292.4	ENSG00000269807	gene
AC007292.1	ENSG00000267938	gene
AC007292.3	ENSG00000269318	gene
SH3GL1	ENSG00000141985	gene
AC007292.6	ENSG00000267980	gene
CHAF1A	ENSG00000167670	gene
CTB-50L17.5	ENSG00000267255	gene
UBXN6	ENSG00000167671	gene
MIR4746	ENSG00000266437	gene
CTB-50L17.7	ENSG00000267030	gene
CTB-50L17.9	ENSG00000267769	gene
CTB-50L17.16	ENSG00000267011	gene
Metazoa_SRP	ENSG00000264407	gene
HDGFRP2	ENSG00000167674	gene
AC011498.1	ENSG00000220693	gene
PLIN4	ENSG00000167676	gene
PLIN5	ENSG00000214456	gene
CTB-50L17.14	ENSG00000267385	gene
LRG1	ENSG00000171236	gene
SEMA6B	ENSG00000167680	gene
Metazoa_SRP	ENSG00000263974	gene
CTB-50L17.2	ENSG00000267408	gene
TNFAIP8L1	ENSG00000185361	gene
C19orf10	ENSG00000074842	gene
AC005339.2	ENSG00000268565	gene
DPP9	ENSG00000142002	gene
AC005594.3	ENSG00000205790	gene
AC005783.1	ENSG00000266209	gene
MIR7-3HG	ENSG00000176840	gene
MIR7-3	ENSG00000207630	gene
AC005523.3	ENSG00000268536	gene
FEM1A	ENSG00000141965	gene
AC005523.2	ENSG00000269604	gene
TICAM1	ENSG00000127666	gene
CTC-518P12.6	ENSG00000267484	gene
PLIN3	ENSG00000105355	gene
AC027319.2	ENSG00000264899	gene
AC027319.1	ENSG00000221535	gene
ARRDC5	ENSG00000205784	gene
UHRF1	ENSG00000034063	gene
MIR4747	ENSG00000263409	gene
KDM4B	ENSG00000127663	gene
PTPRS	ENSG00000105426	gene
CTC-482H14.5	ENSG00000267550	gene
RPL32P34	ENSG00000239524	gene
Metazoa_SRP	ENSG00000266694	gene
ZNRF4	ENSG00000105428	gene
PLAC2	ENSG00000223573	gene
SNRPEP4	ENSG00000233270	gene
SAFB2	ENSG00000130254	gene
SAFB	ENSG00000160633	gene
RPL36	ENSG00000130255	gene
C19orf70	ENSG00000174917	gene
HSD11B1L	ENSG00000167733	gene
LONP1	ENSG00000196365	gene
CATSPERD	ENSG00000174898	gene
PRR22	ENSG00000212123	gene
CTB-54O9.9	ENSG00000267157	gene
DUS3L	ENSG00000141994	gene
AC011499.1	ENSG00000263995	gene
NRTN	ENSG00000171119	gene
FUT6	ENSG00000156413	gene
FUT3	ENSG00000171124	gene
AC024592.9	ENSG00000267709	gene
FUT5	ENSG00000130383	gene
AC024592.12	ENSG00000267740	gene
NDUFA11	ENSG00000174886	gene
AC104532.3	ENSG00000266941	gene
AC104532.2	ENSG00000267314	gene
VMAC	ENSG00000187650	gene
AC104532.4	ENSG00000267571	gene
CAPS	ENSG00000105519	gene
RANBP3	ENSG00000031823	gene
CTC-232P5.1	ENSG00000266983	gene
RFX2	ENSG00000087903	gene
CTC-232P5.3	ENSG00000267262	gene
CTC-232P5.4	ENSG00000267589	gene
CTB-66B24.1	ENSG00000267299	gene
ACSBG2	ENSG00000130377	gene
CTC-503J8.2	ENSG00000267415	gene
CTC-503J8.6	ENSG00000267427	gene
MLLT1	ENSG00000130382	gene
CTC-503J8.4	ENSG00000267563	gene
ACER1	ENSG00000167769	gene
CTB-180A7.3	ENSG00000269802	gene
CLPP	ENSG00000125656	gene
ALKBH7	ENSG00000125652	gene
PSPN	ENSG00000125650	gene
GTF2F1	ENSG00000125651	gene
CTB-180A7.6	ENSG00000269444	gene
CTB-180A7.8	ENSG00000214347	gene
KHSRP	ENSG00000088247	gene
MIR3940	ENSG00000266722	gene
SLC25A41	ENSG00000181240	gene
SLC25A23	ENSG00000125648	gene
CRB3	ENSG00000130545	gene
DENND1C	ENSG00000205744	gene
TUBB4A	ENSG00000104833	gene
CTD-2396E7.10	ENSG00000268191	gene
CTD-2396E7.9	ENSG00000268203	gene
TNFSF9	ENSG00000125657	gene
CTD-2396E7.7	ENSG00000268742	gene
CTD-2396E7.8	ENSG00000269546	gene
Y_RNA	ENSG00000199223	gene
CD70	ENSG00000125726	gene
RPL7P50	ENSG00000268785	gene
TNFSF14	ENSG00000125735	gene
C3	ENSG00000125730	gene
GPR108	ENSG00000125734	gene
TRIP10	ENSG00000125733	gene
CTD-3128G10.6	ENSG00000269680	gene
SH2D3A	ENSG00000125731	gene
VAV1	ENSG00000141968	gene
EMR1	ENSG00000174837	gene
AC020895.1	ENSG00000265353	gene
CTC-312O10.2	ENSG00000269385	gene
EMR4P	ENSG00000268758	gene
RP11-1137G4.3	ENSG00000268845	gene
RP11-1137G4.4	ENSG00000269761	gene
AC025278.1	ENSG00000204752	gene
CTB-25J19.1	ENSG00000196589	gene
MBD3L5	ENSG00000237247	gene
MBD3L4	ENSG00000205718	gene
MBD3L2	ENSG00000230522	gene
MBD3L3	ENSG00000182315	gene
ZNF557	ENSG00000130544	gene
CTB-25J19.9	ENSG00000269163	gene
INSR	ENSG00000171105	gene
AC010311.1	ENSG00000266483	gene
AC125387.1	ENSG00000265748	gene
CTB-133G6.1	ENSG00000263264	gene
CTD-2207O23.3	ENSG00000268861	gene
CTB-133G6.2	ENSG00000267852	gene
ARHGEF18	ENSG00000104880	gene
PEX11G	ENSG00000104883	gene
C19orf45	ENSG00000198723	gene
CTD-2207O23.12	ENSG00000267952	gene
ZNF358	ENSG00000198816	gene
CTD-2207O23.11	ENSG00000269371	gene
MCOLN1	ENSG00000090674	gene
CTD-2207O23.10	ENSG00000268614	gene
PNPLA6	ENSG00000032444	gene
CAMSAP3	ENSG00000076826	gene
XAB2	ENSG00000076924	gene
PET100	ENSG00000229833	gene
CTD-3214H19.4	ENSG00000268400	gene
PCP2	ENSG00000174788	gene
CTD-3214H19.6	ENSG00000268204	gene
STXBP2	ENSG00000076944	gene
CTD-3214H19.12	ENSG00000269228	gene
RETN	ENSG00000104918	gene
C19orf59	ENSG00000183019	gene
CTD-3214H19.16	ENSG00000269711	gene
TRAPPC5	ENSG00000181029	gene
FCER2	ENSG00000104921	gene
CLEC4G	ENSG00000182566	gene
CD209	ENSG00000090659	gene
RPL21P129	ENSG00000242636	gene
CLEC4M	ENSG00000104938	gene
CLEC4GP1	ENSG00000268297	gene
EXOSC3P2	ENSG00000269763	gene
EVI5L	ENSG00000142459	gene
FLJ22184	ENSG00000183248	gene
CTD-3193O13.11	ENSG00000268120	gene
CTD-3193O13.10	ENSG00000269153	gene
RNA5SP463	ENSG00000199900	gene
LRRC8E	ENSG00000171017	gene
AC010336.1	ENSG00000214248	gene
Metazoa_SRP	ENSG00000264166	gene
MAP2K7	ENSG00000076984	gene
CTD-3193O13.13	ENSG00000268149	gene
TGFBR3L	ENSG00000260001	gene
CTD-3193O13.1	ENSG00000260500	gene
SNAPC2	ENSG00000104976	gene
CTXN1	ENSG00000178531	gene
CTD-3193O13.8	ENSG00000269139	gene
TIMM44	ENSG00000104980	gene
ELAVL1	ENSG00000066044	gene
CTD-3193O13.14	ENSG00000269813	gene
CTD-2325M2.1	ENSG00000267939	gene
CCL25	ENSG00000131142	gene
FBN3	ENSG00000142449	gene
CTD-3020H12.3	ENSG00000269651	gene
CERS4	ENSG00000090661	gene
CD320	ENSG00000167775	gene
NDUFA7	ENSG00000167774	gene
NDUFA7	ENSG00000267855	gene
RPS28	ENSG00000233927	gene
KANK3	ENSG00000186994	gene
AC010323.1	ENSG00000265364	gene
CTD-2550O8.7	ENSG00000268884	gene
ANGPTL4	ENSG00000167772	gene
RAB11B-AS1	ENSG00000269386	gene
MIR4999	ENSG00000265390	gene
RAB11B	ENSG00000185236	gene
MARCH2	ENSG00000099785	gene
RP11-886P16.6	ENSG00000268931	gene
HNRNPM	ENSG00000099783	gene
PRAM1	ENSG00000133246	gene
ZNF414	ENSG00000133250	gene
MYO1F	ENSG00000142347	gene
AC092316.2	ENSG00000265528	gene
AC092316.1	ENSG00000268618	gene
ADAMTS10	ENSG00000142303	gene
AC130469.2	ENSG00000267986	gene
CTD-2586B10.1	ENSG00000268480	gene
AC092566.1	ENSG00000261866	gene
ACTL9	ENSG00000181786	gene
RPL23AP78	ENSG00000269244	gene
OR2Z1	ENSG00000181733	gene
CTD-2557P19.4	ENSG00000268922	gene
ZNF558	ENSG00000167785	gene
CTD-2529P6.3	ENSG00000269300	gene
MBD3L1	ENSG00000170948	gene
